"COLLEGE_CODE","PROGRAM_CODE","PROGRAM_DESC","MAJOR_CODE","MAJOR_DESC","KPI_DEGREE","KPI_DIVISION"
"2","2C16840A","Special Education","8321","Special Education","Child Development and Education Studies","Social Science"
"2","2A18166","IDS: Soc Behavior & Self Dev","8350","IDS: Soc Behavior & Self Dev","Counseling and Guidance","Counseling"
"1","1C30332","Advanced Networking","0034","Advanced Networking","Cypress College Degree","Cypress College Division"
"1","1S03791","Mortuary Science","0350","Mortuary Science","Cypress College Degree","Cypress College Division"
"2","2S03871","AS Mathematics","5980","Mathematics","Mathematics","Math and Computer Science"
"2","2A30802","Sociology AA-T","5901","Sociology AA-T","Sociology","Social Science"
"2","2S08387","AS Business Management","5120","Business Management","Business Management","Business"
"1","1C21095","Business Management","0061","Business Management","Cypress College Degree","Cypress College Division"
"1","1GU0015","UC IGETC Cert Completed","0015","UC IGETC Cert Completed","Cypress College Degree","Cypress College Division"
"1","1C31190","Green Air Conditioning","0082","Green Air Conditioning","Cypress College Degree","Cypress College Division"
"1","1C12980","Rooms Operations","0121","Rooms Operations","Cypress College Degree","Cypress College Division"
"1","1C12979","Dining Room Operations","0115","Dining Room Operations","Cypress College Degree","Cypress College Division"
"1","1S03763","Hotel Management","0280","Hotel Management","Cypress College Degree","Cypress College Division"
"2","2A32845","Journalism AA-T","5211","Journalism AA-T","Journalism","Tech and Engineering"
"1","1A18521","Lib. Arts: Arts and Humanities","0534","Lib. Arts: Arts and Humanities","Cypress College Degree","Cypress College Division"
"1","1A12078","General Studies","0020","General Studies","Cypress College Degree","Cypress College Division"
"2","2A08430","AA Fashion Merchandising","5480","Fashion Merchandising","Fashion","Tech and Engineering"
"1","1A16918","Sociology","3562","Sociology","Cypress College Degree","Cypress College Division"
"1","1C22917","Aviation II Instrument Pilot","2917","Aviation II Instrument Pilot","Cypress College Degree","Cypress College Division"
"1","1S03773","Commercial Pilot","0120","Commercial Pilot","Cypress College Degree","Cypress College Division"
"1","1C21119","Culinary Arts","2711","Culinary Arts","Cypress College Degree","Cypress College Division"
"1","1S39923","Computer Science AS-T","5291","Computer Science AS-T","Cypress College Degree","Cypress College Division"
"2","2A31529","Art History AA-T","5061","Art History AA-T","Art","Fine Arts"
"1","1K00080","Specialty Professional Selling","3400","Professional Selling","Cypress College Degree","Cypress College Division"
"1","1C12976N","AutoTech: Trans. Spec.","0108","AutoTech: Trans. Spec.","Cypress College Degree","Cypress College Division"
"1","1C31192N","Heat Pump","0079","Heat Pump","Cypress College Degree","Cypress College Division"
"1","1S37219","Film ,TV, & Elect. Media AS-T","5253","Film ,TV, & Elect. Media AS-T","Cypress College Degree","Cypress College Division"
"2","2A36796A","Child & Adolescent Development","5164","Child & Adolescent Development","Child Development and Education Studies","Social Science"
"1","1C37115N","T-TEN A/C Specialist","8034","T-TEN A/C Specialist","Cypress College Degree","Cypress College Division"
"1","1C37117N","T-TEN Electrical","8033","T-TEN Electrical","Cypress College Degree","Cypress College Division"
"2","2C10622A","Draft Tech: Ind Draft I","7471","Draft Tech: Ind Draft I","Manufacturing","Tech and Engineering"
"1","1C22919T","Aviation IV Advanced Pilot","2919","Aviation IV Advanced Pilot","Cypress College Degree","Cypress College Division"
"2","2C40640","Real Estate Sales Skills","7776","Real Estate Sales Skills","Real Estate","Business"
"2","2C19453A","Professional Photography","8411","Professional Photography","Photography","Tech and Engineering"
"1","1C12962N","Technical Theatre","4500","Technical Theatre","Cypress College Degree","Cypress College Division"
"2","2S03831","AS Computer Information Systms","5280","Computer Information Systems","Computer Information Systems","Business"
"1","1A32138","Elementary Teacher Educ. AA-T","0146","Elementary Teacher Educ. AA-T","Cypress College Degree","Cypress College Division"
"1","1A32000","English AA-T","0143","English AA-T","Cypress College Degree","Cypress College Division"
"1","1A03776","Art","0080","Art","Cypress College Degree","Cypress College Division"
"2","2C10626A","Commercial Interior Design","7661","Commercial Interior Design","Interior Design","Tech and Engineering"
"1","1C21094N","Accounting","2002","Accounting Certificate","Cypress College Degree","Cypress College Division"
"2","2C21271","Cert: Construction Technology","7451","Construction Technology","Construction Technology","Tech and Engineering"
"2","2C21273","Cert: Fashion Design","7541","Fashion Design","Fashion","Tech and Engineering"
"2","2C18759","Cert Costume Wardrobe","8450","Costume Wardrobe","Theatre Arts","Fine Arts"
"2","2C18750A","Technical Theatre","8502","Technical Theatre","Theatre Arts","Fine Arts"
"2","2S13208","AS Construction Inspection","5300","Construction Inspection","Construction Technology","Tech and Engineering"
"1","1C33369","Court Reporting Technology","0163","Court Reporting Technology","Cypress College Degree","Cypress College Division"
"1","1C21121","Hotel Operations","2751","Hotel Operations","Cypress College Degree","Cypress College Division"
"1","1C15692","Advertising/Illustrative Photo","3291","Advertising Illustrative Photo","Cypress College Degree","Cypress College Division"
"2","2C21256","Cert: Business Mangagement","7111","Business Management","Business Management","Business"
"2","2C08417","Cert Welding Technology","7911","Welding Technology","Manufacturing","Tech and Engineering"
"2","2S03860","AS Interior Design Assistant","5620","Interior Design Assistant","Interior Design","Tech and Engineering"
"1","1C39697N","Archaeology Technician","2981","Archaeology Technician","Cypress College Degree","Cypress College Division"
"1","1C30328","Computer Forensics","0033","Computer Forensics","Cypress College Degree","Cypress College Division"
"1","1S07859","Travel/Tourism","0450","Travel Tourism","Cypress College Degree","Cypress College Division"
"2","2A36482","Radio Broadcast News","5222","Radio Broadcast News","Cinema Film TV","Tech and Engineering"
"2","2C00089","Biotechnology Lab Asst Skills","7789","Biotechnology Lab Asst Skills","Biology","Natural Science"
"1","1C15691","Creative Photo Arts","3301","Creative Photo Arts","Cypress College Degree","Cypress College Division"
"2","2S03817","Landscape Management","5560","Landscape Management","Horticultre","Natural Science"
"2","2S10606","Ornamental Horticulture","5580","Ornamental Horticulture","Horticultre","Natural Science"
"1","1C21123","Advanced Travel Tourism","0137","Advanced Travel Tourism","Cypress College Degree","Cypress College Division"
"1","1C07832","Auto Collision Repair Cert","2610","Auto Collision Repair","Cypress College Degree","Cypress College Division"
"2","2S36883","Geology AS-T","5532","Geology AS-T","Earth Sciences","Natural Science"
"2","2C10618","Cert Print Tech: Elect Imag","7820","Print Tech: Electronic Imaging","Printing Technology","Tech and Engineering"
"2","2C21269","Cert Printing Tech General","7831","Printing Technology (General)","Printing Technology","Tech and Engineering"
"2","2C15781","Child Dev: Inf/Tod Caregiver","7211","Child Dev: Infant/Toddler Care","Child Development and Education Studies","Social Science"
"2","2C42368","Stage and Screen Combat Lvl 2","7887","Stage and Screen Combat Lv 2","Theatre Arts","Fine Arts"
"1","1C14405N","Basic Travel/Tourism","0114","Basic Travel/Tourism","Cypress College Degree","Cypress College Division"
"1","1C14404B","Basic Flight Attendant","0113","Basic Flight Attendant","Cypress College Degree","Cypress College Division"
"1","1C12972B","Brake and Alignment Specialist","0102","AutoTech: Brake & Align. Spec.","Cypress College Degree","Cypress College Division"
"2","2A37628","Social Justice Studies AA-T","5941","Social Justice Studies AA-T","Social Sciences","Social Science"
"2","2C21264","Cert: Journalism","7241","Journalism","Journalism","Tech and Engineering"
"2","2A16767A","Chicanx and Latinx Studies","5152","Chicanx and Latinx Studies","Ethnic Studies","Social Science"
"1","1C12968B","Baking Fundamentals","0106","Baking Fundamentals","Cypress College Degree","Cypress College Division"
"1","1C31344M","Coll. Repair Paint App Sp","2614","Collision Repair Paint Applica","Cypress College Degree","Cypress College Division"
"2","2C40991","Financial Accounting","7012","Financial Accounting","Accounting","Business"
"1","1C31329A","Network Virtualization","3441","Network Virtualization","Cypress College Degree","Cypress College Division"
"1","1C32702M","Database Management","2092","Database Management","Cypress College Degree","Cypress College Division"
"1","1C21111N","Photography","0381","Photography","Cypress College Degree","Cypress College Division"
"1","1C12979N","Food and Beverage Fundamentals","0252","Food and Beverage Fundamentals","Cypress College Degree","Cypress College Division"
"1","1C12978M","Digital Photography","0042","Digital Photography","Cypress College Degree","Cypress College Division"
"1","1C31199M","Office Assistant","0097","Office Assistant","Cypress College Degree","Cypress College Division"
"1","1A16599","Business","3540","Business Administration","Cypress College Degree","Cypress College Division"
"2","2C42927","Assistant Stage Management","8421","Assistant Stage Management","Theatre Arts","Fine Arts"
"2","2C42418","Crime Scene Investigation","8051","Crime Scene Investigation","Administration of Justice","Tech and Engineering"
"2","2A03874","AA Geology","5530","Geology","Earth Sciences","Natural Science"
"1","1C30325B","Auto Electrical Diagnostic","0006","AutoTech: Electrical Diag Spec","Cypress College Degree","Cypress College Division"
"2","2C08400","Cert Comm: Sports Broadcast","7290","Comm: Sports Broadcasting","Journalism","Tech and Engineering"
"2","2C08404","Cert CIS: Software Applic Spec","7370","CIS: Software Application Spec","Computer Information Systems","Business"
"1","1C33100M","Java Programming","0159","Java Programming","Cypress College Degree","Cypress College Division"
"2","2C37148B","Web Design Skills","7425","Web Design Skills","Computer Information Systems","Business"
"2","2C21267A","Computer Information Systems","7359","Computer Information Systems","Computer Information Systems","Business"
"1","1C12985N","Restaurant/Lodging Entrepreneu","0107","Restaurant/Lodging Entrepreneu","Cypress College Degree","Cypress College Division"
"2","2A42143","Art History","5063","Art History","Art","Fine Arts"
"2","2C36357A","Sports Broadcasting","7292","Sports Broadcasting","Journalism","Tech and Engineering"
"2","2C19661A","Costume Stitcher","8441","Costume Stitcher","Theatre Arts","Fine Arts"
"2","2C40521","Metrology Mini Skills","7703","Metrology Mini Skills","Machine Technology","Tech and Engineering"
"2","2C21252","Landscape Design/Management","7611","Landscape Design/Management","Horticultre","Natural Science"
"1","1C33962NA","Acting for Stage & Screen","3511","Acting for Stage & Screen","Cypress College Degree","Cypress College Division"
"2","2C18746A","Lighting Technician","8461","Lighting Technician","Theatre Arts","Fine Arts"
"1","1C30289N","Digital Cinema Production","0002","Digital Cinema Production","Cypress College Degree","Cypress College Division"
"2","2C21260","Real Estate Management","7861","Real Estate Management","Real Estate","Business"
"1","1C31200N","Post Prod. Basics Cinema/Video","2253","Post Prod. Basics Cinema/Video","Cypress College Degree","Cypress College Division"
"1","1C21104","Computer Information Systems","0141","Computer Information Systems","Cypress College Degree","Cypress College Division"
"2","2C15781B","Child Dev: Inf/Tod Teacher","7213","Child Dev: Inf/Tod Teacher","Child Development and Education Studies","Social Science"
"1","1C32627","Project Management","0152","Project Management","Cypress College Degree","Cypress College Division"
"2","2C03818","Cert Hort: Pest Management","7650","Hort:Pest Management","Horticultre","Natural Science"
"2","2C41410","Engineering Technology","7088","Engineering Technology","Engineering","Tech and Engineering"
"2","2C40974","Marketing Mgmt Skills","7115","Marketing Mgmt Skills","Marketing","Business"
"1","1C17172M","Business Economics","0051","Business Economics","Cypress College Degree","Cypress College Division"
"2","2C21266","Television and Film Production","7282","Radio & TV/Video Production","Cinema Film TV","Tech and Engineering"
"1","1A18525","Liberal Arts: General Business","0027","Liberal Arts: General Business","Cypress College Degree","Cypress College Division"
"2","2S43698","Cosmetology (1000 hrs)","5331","Cosmetology (1000 hrs) AS","Cosmetology","Tech and Engineering"
"2","2S38300","Autonomous Systems Development","7675","Autonomous Systems Development","Journalism","Tech and Engineering"
"2","2C10621","Silkscreen Printing Cert","7851","Screen Printing","Printing Technology","Tech and Engineering"
"1","1C40985N","Data Management","2093","Data Management","Cypress College Degree","Cypress College Division"
"2","2A16838","AA Early Childhood Education","8300","Early Childhood Education","Child Development and Education Studies","Social Science"
"2","2A19452","AA Photography","5970","Photography","Photography","Tech and Engineering"
"1","1C21103","Court Reporting","2111","Court Reporting","Cypress College Degree","Cypress College Division"
"1","1S03768","Computer Programming","0150","Computer Programming","Cypress College Degree","Cypress College Division"
"2","2S31527","Administration Of Justice AS-T","5021","Administration of Justice AS-T","Administration of Justice","Tech and Engineering"
"1","1C21096","Small Business Management","0311","Small Business Management","Cypress College Degree","Cypress College Division"
"2","2A03823","AA Business Administration","5110","Business Administration","Business Management","Business"
"2","2S08414","AS Biological Technician","5090","Biological Technician","Biology","Natural Science"
"1","1C12974","Engine Specialist","0117","AutoTech: Engine Specialist","Cypress College Degree","Cypress College Division"
"1","1GS0013","CSU IGETC Cert Completed","0013","CSU IGETC Cert Completed","Cypress College Degree","Cypress College Division"
"1","1C31189","Air Conditioning Envr Controls","0076","Air Conditioning Envr Controls","Cypress College Degree","Cypress College Division"
"1","1S07848","Food Service Management","0250","Food Service Management","Cypress College Degree","Cypress College Division"
"1","1A03803","Human Services","0290","Human Services","Cypress College Degree","Cypress College Division"
"1","1S07840","Diagnostic Medical Sonography","0530","Diagnostic Medical Sonography","Cypress College Degree","Cypress College Division"
"2","2A03882","AA Economics","5370","Economics","Economics","Social Science"
"2","2A31520","Studio Arts AA-T","5062","Studio Arts AA-T","Art","Fine Arts"
"1","1C31330","Captioning","2031","Captioning","Cypress College Degree","Cypress College Division"
"2","2C08420","Cert: Music Recording/Prod","7740","Music Recording/Production","Music","Fine Arts"
"1","1C07842","Gerontology","0055","Gerontology","Cypress College Degree","Cypress College Division"
"1","1C12958","Recording Arts","0049","Recording Arts","Cypress College Degree","Cypress College Division"
"2","2A36861","Sociology","5902","Sociology","Sociology","Social Science"
"1","1C22918","Aviation III Commercial Pilot","2918","Aviation III Commercial Pilot","Cypress College Degree","Cypress College Division"
"2","2A30803","Communications Studies AA-T","5201","Comm Studies AA-T","Communication Studies","Humanities"
"1","1C31172","Baking and Pastry Arts","0067","Baking and Pastry Certificate","Cypress College Degree","Cypress College Division"
"1","1C40708N","Admin. Local Anesthesia, SLN","2302","Admin. Local Anesthesia, SLN","Cypress College Degree","Cypress College Division"
"1","1S03789","Radiologic Technology","0410","Radiologic Technology","Cypress College Degree","Cypress College Division"
"1","1C37704N","ESL Mlstn-Pathway to BUS/CIS","5033","ESL Mlstn-Pathway to BUS/CIS","Cypress College Degree","Cypress College Division"
"1","1C22917N","Aviation II Instrument Pilot","2917","Aviation II Instrument Pilot","Cypress College Degree","Cypress College Division"
"1","1C12937N","Cisco Networking","3162","Cisco Networking","Cypress College Degree","Cypress College Division"
"1","1C12956M","Lighting and Audio Design","0044","Lighting and Audio Design","Cypress College Degree","Cypress College Division"
"1","1C12958M","Recording Arts","0049","Recording Arts","Cypress College Degree","Cypress College Division"
"1","1A32134","Music AA-T","0151","Music AA-T","Cypress College Degree","Cypress College Division"
"1","1S37128A","Public Health Science AS-T","5036","Public Health Science AS-T","Cypress College Degree","Cypress College Division"
"1","1C37702","ESL Mlstn-Pathway to LA WC","5026","ESL Mlstn-Pthwy LA/WC","Cypress College Degree","Cypress College Division"
"2","2A03883","AA History","5540","History","History","Social Science"
"1","1C21126A","Advanced Flight Attendant","0241","Advanced Flight Attendant","Cypress College Degree","Cypress College Division"
"1","1C40507N","Dev. Security & Operations","2921","Dev. Security & Operations","Cypress College Degree","Cypress College Division"
"1","1C12968N","Baking Fundamentals","0106","Baking Fundamentals","Cypress College Degree","Cypress College Division"
"1","1C21124A","Adv Airline Customer Services","0242","Adv Airline Customer Services","Cypress College Degree","Cypress College Division"
"1","1S14040","Airline Customer Services","0490","Airline Customer Services","Cypress College Degree","Cypress College Division"
"2","2A36961","Economics AA-T","5372","Economics AA-T","Economics","Social Science"
"2","2C21272","Cert: Construction Inspection","7441","Construction Inspection","Construction Technology","Tech and Engineering"
"1","1C33780","Cyber Security","0171","Cyber Security","Cypress College Degree","Cypress College Division"
"2","2C19660","Cert Assist Costume Designer","8420","Assistant Costume Designer","Theatre Arts","Fine Arts"
"2","2C19663","Costume Cutter/Draper","8430","Costume Cutter/Draper","Theatre Arts","Fine Arts"
"2","2A08398","AA Television/Video","5250","Television/Video","Cinema Film TV","Tech and Engineering"
"2","2A03849","Commercial Music","5730","Commercial Music","Music","Fine Arts"
"1","1C15693","Animation 2D Computer Graphics","0038","Animation 2D Computer Graphics","Cypress College Degree","Cypress College Division"
